SNO,FileName,Index,KeyHash,Key,Translation
2662440,Item_S15_SoulSplinter_Duriel_02,0,4062401,Name,苦痛の破片
2662440,Item_S15_SoulSplinter_Duriel_02,1,2789670820,Description,{c_important}毒耐性+1750{/c}
2662440,Item_S15_SoulSplinter_Duriel_02,2,4123507722,Flavor,"「時には、痛みを待つ時間のほうが、実際の痛みよりも大きな苦しみをもたらす。しかし、私が貴様に与える痛みは違う」
―苦痛の帝王デュリエル

{icon:APS_Reward_CubeMaterials,1.5}融合可能"
2662449,Item_S15_SoulSplinter_Duriel_03,0,4062401,Name,苦痛の破片（大）
2662449,Item_S15_SoulSplinter_Duriel_03,1,2789670820,Description,{c_important}毒耐性+2625{/c}
2662449,Item_S15_SoulSplinter_Duriel_03,2,4123507722,Flavor,"「時には、痛みを待つ時間のほうが、実際の痛みよりも大きな苦しみをもたらす。しかし、私が貴様に与える痛みは違う」
―苦痛の帝王デュリエル

{icon:APS_Reward_CubeMaterials,1.5}融合可能"
2662453,Item_S15_SoulSplinter_Duriel_04,0,4062401,Name,苦痛の破片（深淵）
2662453,Item_S15_SoulSplinter_Duriel_04,1,2789670820,Description,{c_important}毒耐性+4375{/c}
2662453,Item_S15_SoulSplinter_Duriel_04,2,4123507722,Flavor,"「時には、痛みを待つ時間のほうが、実際の痛みよりも大きな苦しみをもたらす。しかし、私が貴様に与える痛みは違う」
―苦痛の帝王デュリエル"
2651981,Item_S15_SoulSplinter_Lilith_01,0,4062401,Name,母の破片（小）
2651981,Item_S15_SoulSplinter_Lilith_01,1,2789670820,Description,{c_important}物理耐性+250{/c}
2651981,Item_S15_SoulSplinter_Lilith_01,2,4123507722,Flavor,"「鎖を断ち切り、お前の真の姿を見つけよ。鎖を断ち切り、罪の中で美しくあれ」
―祝福されし母リリス"
2663195,Item_S15_SoulSplinter_Lilith_02,0,4062401,Name,母の破片
2663195,Item_S15_SoulSplinter_Lilith_02,1,2789670820,Description,{c_important}物理耐性+1750{/c}
2663195,Item_S15_SoulSplinter_Lilith_02,2,4123507722,Flavor,"「鎖を断ち切り、お前の真の姿を見つけよ。鎖を断ち切り、罪の中で美しくあれ」
―祝福されし母リリス

{icon:APS_Reward_CubeMaterials, 1.5}融合可能"
2663197,Item_S15_SoulSplinter_Lilith_03,0,4062401,Name,母の破片（大）
2663197,Item_S15_SoulSplinter_Lilith_03,1,2789670820,Description,{c_important}物理耐性+2625{/c}
2663197,Item_S15_SoulSplinter_Lilith_03,2,4123507722,Flavor,"「鎖を断ち切り、お前の真の姿を見つけよ。鎖を断ち切り、罪の中で美しくあれ」
―祝福されし母リリス

{icon:APS_Reward_CubeMaterials, 1.5}融合可能"
2663199,Item_S15_SoulSplinter_Lilith_04,0,4062401,Name,母の破片（深淵）
2663199,Item_S15_SoulSplinter_Lilith_04,1,2789670820,Description,{c_important}物理耐性+4375{/c}
2663199,Item_S15_SoulSplinter_Lilith_04,2,4123507722,Flavor,"「鎖を断ち切り、お前の真の姿を見つけよ。鎖を断ち切り、罪の中で美しくあれ」
―祝福されし母リリス"
2651983,Item_S15_SoulSplinter_NaKrul_01,0,4062401,Name,業火の破片（小）
2651983,Item_S15_SoulSplinter_NaKrul_01,1,2789670820,Description,{c_important}全属性耐性+35{/c}
2651983,Item_S15_SoulSplinter_NaKrul_01,2,4123507722,Flavor,"「聖霊の中に在りし。予言されし安息よ。敵に死を与えよ」

{icon:APS_Reward_CubeMaterials, 1.5}融合可能"
2662697,Item_S15_SoulSplinter_NaKrul_02,0,4062401,Name,業火の破片
2662697,Item_S15_SoulSplinter_NaKrul_02,1,2789670820,Description,{c_important}全属性耐性+250{/c}
2662697,Item_S15_SoulSplinter_NaKrul_02,2,4123507722,Flavor,"「聖霊の中に在りし。予言されし安息よ。敵に死を与えよ」

{icon:APS_Reward_CubeMaterials, 1.5}融合可能"
2662699,Item_S15_SoulSplinter_NaKrul_03,0,4062401,Name,業火の破片（大）
2662699,Item_S15_SoulSplinter_NaKrul_03,1,2789670820,Description,{c_important}全属性耐性+375{/c}
2662699,Item_S15_SoulSplinter_NaKrul_03,2,4123507722,Flavor,"「聖霊の中に在りし。予言されし安息よ。敵に死を与えよ」

{icon:APS_Reward_CubeMaterials, 1.5}融合可能"
2662701,Item_S15_SoulSplinter_NaKrul_04,0,4062401,Name,業火の破片（深淵）
2662701,Item_S15_SoulSplinter_NaKrul_04,1,2789670820,Description,{c_important}全属性耐性+625{/c}
2662701,Item_S15_SoulSplinter_NaKrul_04,2,4123507722,Flavor,「聖霊の中に在りし。予言されし安息よ。敵に死を与えよ」
2651976,Item_S15_SoulSplinter_Skarn_01,0,4062401,Name,断罪の破片（小）
2651976,Item_S15_SoulSplinter_Skarn_01,1,2789670820,Description,{c_important}シャドウ耐性+250{/c}
2651976,Item_S15_SoulSplinter_Skarn_01,2,4123507722,Flavor,"「迎えに来た。見捨てられし同胞よ。天の罪を洗い流してやろう。我々と共にあることで、お前は救済を得ることができる。我々のもとに来い。不死が… お前を待っている」
―破滅の王スカーン"
2663066,Item_S15_SoulSplinter_Skarn_02,0,4062401,Name,断罪の破片
2663066,Item_S15_SoulSplinter_Skarn_02,1,2789670820,Description,{c_important}シャドウ耐性+1750{/c}
2663066,Item_S15_SoulSplinter_Skarn_02,2,4123507722,Flavor,"「迎えに来た。見捨てられし同胞よ。天の罪を洗い流してやろう。我々と共にあることで、お前は救済を得ることができる。我々のもとに来い。不死が… お前を待っている」
―破滅の王スカーン"
2663068,Item_S15_SoulSplinter_Skarn_03,0,4062401,Name,断罪の破片（大）
2663068,Item_S15_SoulSplinter_Skarn_03,1,2789670820,Description,{c_important}シャドウ耐性+2625{/c}
2663068,Item_S15_SoulSplinter_Skarn_03,2,4123507722,Flavor,"「迎えに来た。見捨てられし同胞よ。天の罪を洗い流してやろう。我々と共にあることで、お前は救済を得ることができる。我々のもとに来い。不死が… お前を待っている」
―破滅の王スカーン"
2663071,Item_S15_SoulSplinter_Skarn_04,0,4062401,Name,断罪の破片（深淵）
2663071,Item_S15_SoulSplinter_Skarn_04,1,2789670820,Description,{c_important}シャドウ耐性+4375{/c}
2663071,Item_S15_SoulSplinter_Skarn_04,2,4123507722,Flavor,"「迎えに来た。見捨てられし同胞よ。天の罪を洗い流してやろう。我々と共にあることで、お前は救済を得ることができる。我々のもとに来い。不死が… お前を待っている」
―破滅の王スカーン"
2656951,Item_S15_SoulSplinter_TriadA_01,0,4076048022,RequirementText,恐怖の破片はすでに有効中のため使用できない
2656951,Item_S15_SoulSplinter_TriadA_01,1,4062401,Name,恐怖の破片
2656951,Item_S15_SoulSplinter_TriadA_01,2,2789670820,Description,今所持している破片を恐怖の破片と交換する。
2656951,Item_S15_SoulSplinter_TriadA_01,3,4123507722,Flavor,視界の端になにかの気配がある。あなたは自分の正気を疑い、動きを止めた
2656955,Item_S15_SoulSplinter_TriadB_01,0,4076048022,RequirementText,破壊の破片はすでに有効中のため使用できない
2656955,Item_S15_SoulSplinter_TriadB_01,1,4062401,Name,破壊の破片
2656955,Item_S15_SoulSplinter_TriadB_01,2,2789670820,Description,今所持している破片を破壊の破片と交換する。
2656955,Item_S15_SoulSplinter_TriadB_01,3,4123507722,Flavor,アリートでワールドストーンが破壊されたとき、地獄界のエントロピーは周辺の地形と一つになった
2656961,Item_S15_SoulSplinter_TriadC_01,0,4076048022,RequirementText,憎悪の破片はすでに有効中のため使用できない
2656961,Item_S15_SoulSplinter_TriadC_01,1,4062401,Name,憎悪の破片
2656961,Item_S15_SoulSplinter_TriadC_01,2,2789670820,Description,今所持している破片を憎悪の破片と交換する。
2656961,Item_S15_SoulSplinter_TriadC_01,3,4123507722,Flavor,堕落したザカラムの司祭たちは、トラヴィンカルの近くを通行した者を無差別に生け贄に捧げていた。寺院の地下監獄は、メフィストに捧げられた人々の残骸でいっぱいだった
4280,UIToolTips,71,3502500573,Socketable,ソケット付きの装備にはめ込み可能。
